FRNM_NM,RN_ADDR,OPR_TIME_INFO,RPRS_TELNO,HMPG_URL,LA_VLUE,LO_VLUE
늘 온누리약국,"서울특별시 강동구 상일로12길 89 (상일동, 리엔타운)",월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:30 | 일 정기휴무 (매주 일요일),0507-1397-4452,https://blog.naver.com/congpharm,37.55641556,127.1730042
제일365온누리약국,경기도 용인시 처인구 포곡읍 포곡로 78-11 (대두3차타운),매일 09:00 - 21:00 ,031-322-0996,,37.2757988,127.2275467
우리들약국,경기도 고양시 덕양구 권율대로 900 (신원동),월 08:30 - 18:30 | 화 08:30 - 18:30 | 수 08:30 - 18:30 | 목 08:30 - 18:30 | 금 08:30 - 18:30 | 토 08:30 - 14:00 | 일 정기휴무 (매주 일요일),0507-1495-0052,,37.66345596,126.8907852
새빛약국,부산광역시 남구 수영로 163 (대연동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 20:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),051-208-7119,https://blog.naver.com/dhpharmblog,35.13494873,129.0844269
휴베이스 탑스타약국,"경기도 의정부시 오목로35번길 35 (용현동, 용현동다세대6호)",월 08:30 - 20:00 | 화 08:30 - 20:00 | 수 08:30 - 20:00 | 목 08:30 - 20:00 | 금 08:30 - 20:00 | 토 08:30 - 19:00 | 일 09:00 - 19:00,0507-1489-1368,,37.73358917,127.086792
소미약국,부산광역시 동구 조방로49번길 14 (범일동),,051-647-8762,,35.1387291,129.063446
옵티마사과약국,충청남도 천안시 동남구 방죽안2길 1 (신부동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),041-561-8700,,36.82178879,127.1524811
사상동물약국,부산광역시 사상구 사상로 246 (괘법동),,051-311-3413,,35.16676331,128.9825745
중대광명 온누리약국,경기 광명시 일직로 43 GIDC,월 08:30 - 18:30 | 화 08:30 - 18:30 | 수 08:30 - 18:30 | 목 08:30 - 18:30 | 금 08:30 - 18:30 | 토 08:30 - 13:00 | 일 정기휴무 (매주 일요일),0507-1477-6777,https://www.instagram.com/onnuri_pharmacy,37.4228096,126.8868637
신흥365온누리약국,경기도 성남시 수정구 산성대로 지하267-12 (신흥동),월 08:30 - 20:00 | 화 08:30 - 19:00 | 수 08:30 - 19:00 | 목 08:30 - 19:00 | 금 08:30 - 19:00 | 토 08:30 - 15:00 | 일 정기휴무 (매주 일요일),0507-1334-3605,,37.44132233,127.1464462
숨약국,경기도 수원시 권선구 매송고색로 526 (오목천동),월 08:30 - 18:30 | 화 08:30 - 18:30 | 수 08:30 - 19:00 | 목 08:30 - 18:30 | 금 08:30 - 18:30 | 토 08:00 - 13:00 | 일 정기휴무 (매주 일요일),031-291-7797,,37.24521255,126.962883
열린약국,경기도 용인시 기흥구 동백죽전대로 331 (중동),월 08:30 - 18:30 | 화 08:30 - 18:30 | 수 08:30 - 18:30 | 목 08:30 - 18:30 | 금 08:30 - 18:30 | 토 08:30 - 13:30 | 일 정기휴무 (매주 일요일),0507-1326-8819,https://blog.naver.com/sg_lovepharm,37.26967239,127.1512833
정원약국,광주 광산구 풍영로 261 1층 정원약국,월 08:30 - 19:30 | 화 08:30 - 19:30 | 수 08:30 - 19:30 | 목 08:30 - 19:30 | 금 08:30 - 19:30 | 토 08:30 - 16:00 | 일 정기휴무 (매주 일요일),0507-1303-5197,https://blog.naver.com/moonpharmacy,35.19464493,126.8152771
휴베이스 안녕약국,경기도 의왕시 포일로 43 (내손동),월 08:30 - 21:00 | 화 08:30 - 21:00 | 수 08:30 - 21:00 | 목 08:30 - 21:00 | 금 08:30 - 21:00 | 토 09:00 - 18:00 | 일 09:00 - 18:00,0507-1399-8744,http://pf.kakao.com/_wZdLxj,37.39004517,126.9774323
이레약국,"경기도 광주시 신현로12번길 24 (신현동, 한솔그린피아)",월 09:00 - 18:00 | 화 09:00 - 18:00 | 수 09:00 - 18:00 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일),031-715-6169,https://blog.naver.com/dlalgus_00,37.35989761,127.1496429
드림약국,경기도 성남시 분당구 백현로101번길 17 (수내동),월 09:30 - 20:30 | 화 09:30 - 20:30 | 수 09:30 - 20:30 | 목 09:30 - 20:30 | 금 09:30 - 20:30 | 토 09:30 - 15:00 | 일 09:30 - 15:00,031-8039-7902,,37.37747955,127.1125107
메디팜365 약국,세종특별자치시 한누리대로 2264 (대평동),월 08:30 - 22:00 | 화 08:30 - 22:00 | 수 08:30 - 22:00 | 목 08:30 - 22:00 | 금 08:30 - 22:00 | 토 08:30 - 22:00 | 일 08:30 - 22:00,0507-1412-6992,,36.47301102,127.2768173
휴베이스 진약국,대전광역시 서구 도산로 372 (용문동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 13:30 | 일 정기휴무 (매주 일요일),0507-1337-6601,,36.33734131,127.3923721
동동약국,경상남도 양산시 물금읍 서들로 148,월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 14:30 | 일 정기휴무 (매주 일요일),055-383-5569,,35.31181717,129.0066833
오렌지약국,광주광역시 동구 남문로 642 (소태동),월 08:00 - 21:00 | 화 08:00 - 21:00 | 수 08:00 - 19:00 | 목 08:00 - 21:00 | 금 08:00 - 21:00 | 토 08:00 - 19:00 | 일 13:00 - 18:00,,https://www.instagram.com/8282orangepharm,35.12818527,126.9307632
일광역 프라자약국,부산광역시 기장군 일광읍 해송4로 17,월 09:00 - 18:30 | 화 09:00 - 18:30 | 수 09:00 - 18:30 | 목 09:00 - 18:30 | 금 09:00 - 18:30 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),0507-1392-3252,https://blog.naver.com/1kprazap,35.26684189,129.2313843
365상무중앙약국,광주광역시 서구 상무중앙로 58 (치평동),매일 09:00 - 21:00 ,0507-1416-8576,https://blog.naver.com/sangmu8575,35.15210342,126.8489227
참약사 진접우리약국,경기도 남양주시 진접읍 해밀예당1로190번길 28-11,월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 19:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 09:00 - 19:00 | 12:30 - 13:00 휴게시간 | 12:30 - 13:00 휴게시간 | 12:30 - 13:00 휴게시간 | 12:30 - 13:00 휴게시간 | 12:30 - 13:00 휴게시간,0507-1385-4780,https://blog.naver.com/jjwoori21,37.71102905,127.1860352
에스메디칼약국,인천광역시 연수구 하모니로178번길 6 (송도동),월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 21:00 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일),0507-1406-7599,,37.38233948,126.6413651
코코약국,세종 다정중앙로 52 . 107호,월 08:30 - 20:20 | 화 08:30 - 20:20 | 수 08:30 - 20:20 | 목 08:30 - 20:20 | 금 08:30 - 20:20 | 토 09:00 - 17:00 | 일 09:00 - 17:00,0507-1307-9155,https://blog.naver.com/kobazzangoo,36.49518204,127.2492599
허브약국,서울특별시 성동구 금호로 158-2 (금호동1가),월 08:30 - 19:30 | 화 08:30 - 19:30 | 수 08:30 - 19:30 | 목 08:30 - 19:30 | 금 08:30 - 19:30 | 토 08:30 - 14:30 | 일 정기휴무 (매주 일요일),0507-1463-1036,https://blog.naver.com/hbphm,37.55504227,127.0203094
우리약국,경기도 용인시 수지구 진산로 28 (상현동),월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),031-262-5006,,37.31479645,127.0926285
파마트삼보약국,경기도 시흥시 비둘기공원7길 18 (대야동),월 09:30 - 19:00 | 화 09:30 - 19:00 | 수 09:30 - 19:00 | 목 09:30 - 19:00 | 금 09:30 - 19:00 | 토 09:30 - 15:00 | 일 정기휴무 (매주 일요일),0507-1390-0129,https://blog.naver.com/sambopharm,37.44441605,126.7931061
훈스약국 셀메드,부산광역시 수영구 연수로 408 (광안동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 08:30 - 14:00 | 일 정기휴무 (매주 일요일) | 13:20 - 14:00 휴게시간 | 13:20 - 14:00 휴게시간 | 13:20 - 14:00 휴게시간 | 13:20 - 14:00 휴게시간 | 13:20 - 14:00 휴게시간,0507-1403-4997,,35.16812515,129.1135864
다인약국,인천 서구 가정동 272-5,월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 15:00 | 일 09:00 - 13:00 | 13:30 - 14:00 휴게시간 | 13:30 - 14:00 휴게시간 | 13:30 - 14:00 휴게시간 | 13:30 - 14:00 휴게시간 | 13:30 - 14:00 휴게시간,0507-1411-7123,,37.52528763,126.6731186
회천메디칼약국,경기도 양주시 덕계로 140 (덕계동),월 08:45 - 20:30 | 화 08:45 - 20:30 | 수 08:45 - 20:30 | 목 08:45 - 20:30 | 금 08:45 - 20:30 | 토 09:00 - 16:30 | 일 10:00 - 15:30,0507-1448-3695,https://blog.naver.com/dkmedical007,37.81853867,127.0542526
예일약국,경남 김해시 분성로 14-1 일동한신아파트,,055-333-4722,,35.22916412,128.8489227
바른길약국 셀메드,광주 북구 임동로 6 1층 바른길약국,월 08:00 - 19:00 | 화 08:00 - 19:00 | 수 08:00 - 19:00 | 목 08:00 - 19:00 | 금 08:00 - 19:00 | 토 08:00 - 13:00 | 일 정기휴무 (매주 일요일),062-522-9700,,35.16070175,126.896698
참마음약국,서울특별시 마포구 양화로 73 (서교동),월 08:40 - 19:00 | 화 08:40 - 19:00 | 수 08:40 - 19:00 | 목 08:40 - 19:00 | 금 08:40 - 19:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1313-0258,https://blog.naver.com/chammaumpharm,37.55144501,126.9159622
세검정온누리약국,서울특별시 종로구 세검정로6길 104 (신영동),월 09:00 - 18:00 | 화 09:00 - 18:00 | 수 09:00 - 18:00 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1349-3949,,37.60163116,126.9617996
홍인약국 홍인동물약국,서울특별시 서대문구 통일로34길 48 (홍제동),월 10:00 - 21:00 | 화 10:00 - 21:00 | 수 10:00 - 21:00 | 목 10:00 - 21:00 | 금 10:00 - 21:00 | 토 11:00 - 20:00 | 일 정기휴무 (매주 일요일),02-379-4655,,37.58599472,126.9505234
두산약국,서울 종로구 지봉로 39-1 두산약국,월 08:30 - 21:00 | 화 08:30 - 21:00 | 수 08:30 - 21:00 | 목 08:30 - 21:00 | 금 08:30 - 21:00 | 토 08:30 - 17:00 | 일 정기휴무 (매주 일요일),02-747-4541,,37.57348633,127.0154648
명성온누리약국,대구 동구 동호로 75 동호골든프라자 102호,,053-965-8275,,35.8663559,128.7250824
휴베이스 365 성모약국,경기도 의정부시 신흥로 251 (의정부동),월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 09:00 - 21:00,0507-1464-2628,https://blog.naver.com/rpdlaqmffn,37.73861313,127.0428848
영통메디칼약국,경기도 수원시 영통구 봉영로 1569 (영통동),월 09:00 - 21:30 | 화 09:00 - 21:30 | 수 09:00 - 21:30 | 목 09:00 - 21:30 | 금 09:00 - 21:30 | 토 09:00 - 21:00 | 일 12:00 - 20:30 | 14:00 - 15:00 휴게시간,0507-1340-9181,,37.25206375,127.071022
차약국,경기도 용인시 기흥구 평촌1로2번길 4 (동백동),월 10:00 - 21:00 | 화 10:00 - 21:00 | 수 10:00 - 21:00 | 목 10:00 - 21:00 | 금 10:00 - 21:00 | 토 10:00 - 19:00 | 일 정기휴무 (매주 일요일),031-274-4297,https://blog.naver.com/93masan,37.28443146,127.1535416
굿모닝약국,경기도 시흥시 정왕대로 220 (정왕동),월 08:30 - 19:00 | 화 08:30 - 19:00 | 수 08:30 - 19:00 | 목 08:30 - 19:00 | 금 08:30 - 19:00 | 토 08:30 - 14:00 | 일 09:00 - 13:00,031-319-8286,,37.34549332,126.7376862
그랜드약국,경기도 용인시 처인구 금령로71번길 16 (김량장동),월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 09:00 - 21:00,031-335-4996,,37.23628616,127.2037735
비타민약국,경기도 안산시 상록구 본오로 128 (본오동),월 09:00 - 20:30 | 화 09:00 - 20:30 | 수 09:00 - 20:30 | 목 09:00 - 20:30 | 금 09:00 - 20:30 | 토 09:00 - 19:30 | 일 정기휴무 (매주 일요일),0507-1351-1569,,37.29649734,126.8668365
동서약국,경기도 구리시 체육관로 162-32 (수택동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),031-552-4289,,37.59902573,127.1364212
셀메드 비타민플러스약국,경기 남양주시 금곡로 72 센타프라자1층,월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),031-595-2772,,37.63447189,127.211113
새봄약국,경기도 평택시 서정역로26번길 7-10 (이충동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),0507-1359-8978,https://www.instagram.com/saebom1128/,37.05671692,127.0563431
한결온누리약국,경기도 고양시 일산동구 강송로 169 (마두동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:30 | 일 정기휴무 (매주 일요일),031-902-0526,,37.65376663,126.7836227
흰돌온누리약국,경기도 고양시 일산동구 장백로 59 (백석동),월 10:00 - 21:00 | 화 10:00 - 21:00 | 수 10:00 - 21:00 | 목 10:00 - 21:00 | 금 10:00 - 21:00 | 토 10:00 - 21:00 | 일 정기휴무 (매주 일요일),031-902-3597,,37.64280319,126.7861938
청암약국,경기도 고양시 일산서구 일현로 122 (탄현동),월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일),031-915-9490,,37.69762039,126.7660599
휴베이스 정은약국,경기도 파주시 시청로 2-1 (금촌동),월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 09:00 - 21:00,031-944-5549,,37.75784302,126.7742386
늘픔온누리약국,경기도 부천시 원미구 소향로 51 (상동),월 09:00 - 19:30 | 화 09:00 - 19:30 | 수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일),032-328-7400,,37.50349045,126.7535019
맑은약국,인천광역시 미추홀구 경원대로652번길 31 (관교동),월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 18:00 | 일 정기휴무 (매주 일요일),032-439-6200,,37.44217682,126.6947556
메디팜 참사랑약국,인천광역시 연수구 경원대로 184 (동춘동),월 10:00 - 21:50 | 화 10:00 - 21:50 | 수 10:00 - 21:50 | 목 10:00 - 21:50 | 금 10:00 - 21:50 | 토 10:00 - 21:50 | 일 10:00 - 21:50,032-811-0500,,37.40421677,126.6811218
더블유스토어 세계로약국,충청남도 천안시 서북구 월봉로 93 (쌍용동),매일 09:00 - 22:00 ,041-577-6770,,36.79898453,127.1179276
성환온누리약국,충청남도 천안시 서북구 성환읍 성환11길 37,월 08:30 - 19:30 | 화 08:30 - 19:30 | 수 08:30 - 19:30 | 목 08:30 - 19:30 | 금 08:30 - 19:30 | 토 08:30 - 15:00 | 일 정기휴무 (매주 일요일),0507-1461-7594,,36.91662979,127.1320114
코끼리901약국,대전 유성구 노은로 170 1층 노은역3번출구앞(국민은행옆),월 08:30 - 22:00 | 화 08:30 - 22:00 | 수 08:30 - 22:00 | 목 08:30 - 22:00 | 금 08:30 - 22:00 | 토 08:30 - 21:00 | 일 10:00 - 21:00,042-826-8533,,36.37482071,127.318428
남포대동약국,부산 중구 구덕로 34 1층 남포대동약국,매일 09:00 - 21:00 ,0507-1496-0669,https://blog.naver.com/ddpharm99,35.09815979,129.032135
메디칼사랑약국,부산 연제구 과정로 102 메디칼사랑약국,월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 09:00 - 21:00,0507-1393-5655,https://blog.naver.com/rkaalekd,35.18056488,129.1073456
요한약국,대구 수성구 달구벌대로 3294 108호 요한약국,월 08:30 - 19:30 | 화 08:30 - 19:30 | 수 08:30 - 19:30 | 목 08:30 - 19:30 | 금 08:30 - 20:30 | 토 08:30 - 15:30 | 일 정기휴무 (매주 일요일),053-795-2112,https://blog.naver.com/jinwook318,35.83639145,128.7158813
은행약국,대구 동구 동촌로 229 태화빌딩 1층 은행약국,월 08:30 - 19:00 | 화 08:30 - 19:00 | 수 08:30 - 19:00 | 목 08:30 - 20:00 | 금 08:30 - 19:00 | 토 09:00 - 13:00 | 일 09:00 - 13:00,053-982-3535,,35.88162994,128.6656494
반송약국,경상남도 창원시 성산구 원이대로473번길 22 (반림동),월 08:00 - 20:30 | 화 09:00 - 20:30 | 수 09:00 - 20:30 | 목 09:00 - 20:30 | 금 08:00 - 20:30 | 토 09:00 - 20:00 | 일 09:00 - 20:00,0507-1318-3073,,35.23552322,128.6706543
체질건강약국,광주광역시 동구 무등로 314 (계림동),월 10:00 - 21:30 | 화 10:00 - 21:30 | 수 10:00 - 21:30 | 목 10:00 - 21:30 | 금 10:00 - 21:30 | 토 10:00 - 21:30 | 일 10:00 - 21:30,0507-1321-9800,https://blog.naver.com/jeh880104,35.16143799,126.9166412
휴베이스365코끼리약국,경기도 군포시 산본로323번길 16-14 (산본동),매일 08:30 - 22:00 ,0507-1422-8895,https://blog.naver.com/kys3percent,37.35967636,126.932045
휴베이스 행복약국,경기도 과천시 과천대로2길 6 (갈현동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 08:30 - 13:00 | 일 정기휴무 (매주 일요일),02-3418-6339,,37.40717697,126.9798508
혜유약국,부산광역시 강서구 대저로 266 (대저1동),월 08:30 - 17:30 | 화 08:30 - 17:30 | 수 08:30 - 17:30 | 목 08:30 - 17:30 | 금 08:30 - 17:30 | 토 08:30 - 12:30 | 일 정기휴무 (매주 일요일),051-972-9411,https://blog.naver.com/heyyoupharm,35.21296692,128.9813385
참약사 수약국,경기도 시흥시 은계중앙로306번길 82 (대야동),월 09:00 - 19:00 | 화 09:00 - 21:00 | 수 09:00 - 19:00 | 목 09:00 - 21:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),031-8042-7220,,37.4511261,126.7947998
팜프라자약국 롯데몰 은평점,서울특별시 은평구 통일로 1050 (진관동),매일 10:30 - 21:00 ,0507-1441-5424,,37.6375351,126.9179001
메디팜 초록약국,경기도 시흥시 승지로59번길 12 (능곡동),월 08:10 - 21:00 | 화 08:10 - 20:00 | 수 08:10 - 21:00 | 목 08:10 - 20:00 | 금 08:10 - 20:00 | 토 08:30 - 15:00 | 일 08:30 - 13:00,031-312-6888,https://blog.naver.com/wodud303,37.36889267,126.8090363
팜프라자 연수제일약국,인천 연수구 앵고개로 266 롯데슈퍼 연수점 1층 약국,"월 09:00 - 22:00 | 화 09:00 - 22:00 | 수 09:00 - 22:00 | 목 09:00 - 22:00 | 금 09:00 - 22:00 | 토 09:00 - 22:00 | 일(8/25) 정기휴무 (매달 2, 4번째 일요일)",032-822-3138,https://blog.naver.com/pharmplz,37.40697098,126.672821
휴베이스 365스마일약국,경기도 안양시 동안구 평촌대로217번길 27 (호계동),매일 08:30 - 21:00 ,0507-1492-8864,https://blog.naver.com/365smileyakkuk,37.39033127,126.9541321
하이약국,서울특별시 서초구 사임당로23길 39 (서초동),,070-4117-8275,,37.48841858,127.0140915
미금약국,인천 부평구 부흥로 414 모아빌딩 103-1호,월 09:00 - 18:30 | 화 09:00 - 18:30 | 수 09:00 - 13:00 | 목 09:00 - 18:30 | 금 09:00 - 18:30 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일),0507-1494-8869,,37.49738693,126.7379074
이편한 약국,경기도 과천시 별양상가3로 14 (별양동),월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),02-507-2020,,37.42584229,126.9912491
휴베이스 즐거운약국,서울특별시 구로구 경인로 320 (개봉동),월 08:30 - 20:00 | 화 08:30 - 20:00 | 수 08:30 - 20:00 | 목 08:30 - 20:00 | 금 08:30 - 20:00 | 토 08:30 - 16:00 | 일 정기휴무 (매주 일요일),0507-1435-5675,https://blog.naver.com/kym0369,37.49708557,126.8557358
참약사 포레이든약국,경기도 성남시 수정구 수정로 291 (신흥동),월 08:30 - 20:00 | 화 08:30 - 20:00 | 수 08:30 - 20:00 | 목 08:30 - 20:00 | 금 08:30 - 20:00 | 토 08:30 - 15:00 | 일 08:30 - 15:00 | 13:20 - 14:00 휴게시간 | 13:20 - 14:00 휴게시간 | 13:20 - 14:00 휴게시간 | 13:20 - 14:00 휴게시간 | 13:20 - 14:00 휴게시간,0507-1473-5388,,37.45109177,127.147171
유일약국,경기도 파주시 법원읍 사임당로 893-1,,031-958-6279,,37.84822845,126.880043
휴베이스 공감약국,부산 해운대구 좌동순환로 6 엘타워 지상 1층 공감약국,월 09:00 - 19:00 | 화 09:00 - 20:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 20:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일) | 13:00 - 13:30 휴게시간 | 13:00 - 13:30 휴게시간 | 13:00 - 13:30 휴게시간 | 13:00 - 13:30 휴게시간 | 13:00 - 13:30 휴게시간,0507-1387-1940,,35.16722488,129.1680603
참바른약국 롯데프리미엄아울렛 의왕점,경기도 의왕시 바라산로 1 (학의동),월 10:30 - 21:00 | 화 10:30 - 21:00 | 수 10:30 - 21:00 | 목 10:30 - 21:00 | 금 10:30 - 21:00 | 토 10:30 - 21:00 | 일 10:30 - 21:00,0507-1486-4023,https://blog.naver.com/kan1021,37.37581635,127.0102768
정다운 약국,서울특별시 종로구 평창길 339 (평창동),월 08:30 - 20:00 | 화 08:30 - 20:00 | 수 08:30 - 19:30 | 목 08:30 - 20:00 | 금 08:30 - 20:00 | 토 08:30 - 16:00 | 일 정기휴무 (매주 일요일),02-3672-8959,,37.57316589,127.0151138
아진약국,경상남도 김해시 내외중앙로 92 (내동),월 08:40 - 19:20 | 화 08:40 - 19:20 | 수 08:40 - 19:20 | 목 08:40 - 19:20 | 금 08:40 - 19:20 | 토 08:40 - 14:00 | 일 정기휴무 (매주 일요일),055-902-0988,http://pf.kakao.com/_BxcjXxj,35.23808289,128.867691
서대문 동물약국,서울특별시 서대문구 증가로 138 (남가좌동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 13:10 - 14:00 휴게시간 | 13:10 - 14:00 휴게시간 | 13:10 - 14:00 휴게시간 | 13:10 - 14:00 휴게시간 | 13:10 - 14:00 휴게시간,,,37.57771301,126.9222336
호랑이 약국,경기도 남양주시 화도읍 비룡로 30,월 09:00 - 18:00 | 화 09:00 - 18:00 | 수 09:00 - 18:00 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일),0507-1480-5775,,37.65494156,127.3012695
명지스타시티약국,부산 강서구 명지국제6로 168 스타필드시티 명지점 4층 4105호 명지스타시티약국,월 10:00 - 22:00 | 화 10:00 - 22:00 | 수 10:00 - 22:00 | 목 10:00 - 22:00 | 금 10:00 - 22:00 | 토 10:00 - 22:00 | 일 10:00 - 22:00,0507-1369-0047,https://blog.naver.com/bm0250,35.09311295,128.9181366
세교엘동물약국,경기도 오산시 내삼미로79번길 19 (수청동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),031-376-8997,https://blog.naver.com/limjee421,37.16946411,127.0643768
늘온누리약국,인천 남동구 서창남순환로215번길 17 마스타프라자 114호 늘온누리약국,,0507-1311-9329,,37.42472839,126.7475891
넘버원 약국,세종 국세청로 45 상가A동 1층,월 정기휴무 (매주 월요일) | 화 10:00 - 21:00 | 수 10:00 - 21:00 | 목 10:00 - 21:00 | 금 10:00 - 21:00 | 토 10:00 - 21:00 | 일 10:00 - 21:00 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1412-0330,https://blog.naver.com/wonderpharm,36.48985291,127.2627335
참약사 지안약국,서울 성동구 왕십리광장로 17 비트플렉스(엔터식스),월 10:00 - 22:00 | 화 10:00 - 22:00 | 수 10:00 - 22:00 | 목 10:00 - 22:00 | 금 10:00 - 22:00 | 토 10:00 - 22:00 | 일 10:00 - 22:00,0507-1349-1577,,37.56144333,127.0383911
매일여는온누리약국,강원 춘천시 안마산로 97 매일여는온누리약국,월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 18:00 | 토 09:00 - 21:00 | 일 09:00 - 21:00,0507-1337-1009,https://youtube.com/@CellMedJBKLAB?si=g97a-_MwWWeRryOZ,37.85506439,127.7265167
휴베이스 매교베스트약국,경기도 수원시 팔달구 정조로 667 (매교동),월 08:30 - 20:30 | 화 08:30 - 20:30 | 수 08:30 - 20:30 | 목 08:30 - 20:30 | 금 08:30 - 20:30 | 토 08:30 - 20:00 | 일 10:00 - 20:00,0507-1363-2235,https://blog.naver.com/mgbestyakguk,37.26802826,127.0166855
